v1,v2,length
0,part dont initiate dont understand,46
0,finished lunch already u wake already,45
0,still game,21
0,got tallent wasting,40
0,record one night,34
0,also sir sent email log usc payment portal ill send another message explain things back home great weekend,168
0,gonna let know cos comes bak holiday day coming dont4get2text number,91
0,jokin lar depends phone father get lor,60
0,aight lemme know whats,25
0,get ready ltgt inches pleasure,39
0,rajipls favour pls convey birthday wishes nimya pls today birthday,87
0,ok feel like john lennon,27
0,cos darren say ì considering mah ask ì,43
0,bothering trust answers pls,61
0,wishing family merry x mas happy new year advance,69
0,one day crab running sea shorethe waves came n cleared footprints crab crab asked frnd r u clearing beautiful footprints waves replied fox following ur footprints catch thats cleared frndsship never lets u dwn gud nyt,280
0,aight time want come,38
0,slaaaaave must summon time dont wish come anymore,115
0,bill 3 å£3365 thats bad,41
0,let know changes next 6hrs even appendix age range however impossible chill let know 6hrs,166
0,hello yeah ive got bath need hair ill come im done yeah,95
0,hows weather,30
0,ok much though hm friday cant wait dunno wot hell im gonna another 3 weeks become slob oh wait already done,141
0,die e toot fringe,34
0,lol dont know awesome phone could click delete right want,82
0,ok,2
0,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,117
0,please leave topicsorry telling,45
0,pls send correct name da,31
0,happened yo date,28
1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f 84025 4 chance 2 win å£100 cash wkent150p16,146
0,webpage available,23
0,woke yeesh late didnt fall asleep til ltgt,64
1,unsubscribed services get tons sexy babes hunks straight phone go httpgotbabescouk subscriptions,132
0,dear know ltgt th ltgt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,228
0,kkfrom tomorrow onwards started ah,34
0,u talking bout early morning almost noon,63
0,fine remember,23
1,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsmscom text stop stopcost 150p 08712400603,143
0,ok many buy,24
0,sounds good keep posted,26
1,get brand new mobile phone agent mob plus loads goodies info text mat 87021,118
0,ok april cant wait,21
0,boy best get yo ass quick,38
0,ay wana meet satì wkg sat,31
0,im wait till 2 bus pick,53
0,apart one told yesterday,45
0,ok lor buy wat,18
0,somebody go andros steal ice,42
0,know didt msg recently,32
0,take us shopping mark distract isaiahd,51
0,mum hope great day hoping text meets well full life great day abiola,108
0,sense foot penis,38
0,okay thought expert,38
0,deep sigh miss really surprised havent gone net cafe yet get dont miss,112
0,ssi thinl role like sachinjust standing others hit,61
0,great trip india bring light everyone project everyone lucky see smile bye abiola,144
0,importantly discuss u,59
0,kkhow training process,33
0,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,80
0,da car park,15
0,wish holding tightly making see important much mean much need life,141
0,asked hows anthony dad bf,39
0,wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,134
0,todaysundaysunday holidayso work,43
0,going take bath ill place key window,49
1,lord ringsreturn king store nowreply lotr 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop end txts,137
0,dear take care reaching homelove u lot,50
0,staffsciencenusedusgphyhcmkteachingpc1323,41
0,emigrated something ok maybe 530 bit hopeful,62
0,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,137
0,walked moms right stagwood pass right winterstone left victors hill address ltgt,103
0,yo jp hungry like mofo,35
0,creepy crazy,39
0,ok din get ur msg,19
0,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,107
0,pathaya enketa maraikara pa,27
0,even friend priest call,48
0,u lousy run already come back half dead hee,51
0,thats said bad dat e gals know u wat u,60
0,remind hrs,25
0,hoping would send message rent due dont enough reserves completely gone loan need hoping could balance ltgt way could get till mid march hope pay back,285
0,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,145
0,hello hun ru way im good 2 dates guy met walkabout far meet soon hows everyone else,143
0,lol gonna last month cashed left ltgt case collecting week cause announced blog,146
1,good luck draw takes place 28th feb 06 good luck removal send stop 87239 customer services 08708034412,109
0,short cute good person,34
0,havent decided yet eh,33
0,wat time liao still got,29
0,yes watching footie worried going blow phil neville,67
0,wait 4 ì inside da car park,29
0,uncle abbey happy new year abiola,33
0,free call pa,22
0,r u saying order slippers cos pay returning,75
0,stop knowing well,23
0,good evening roger,38
0,small problem auctionpunj asking tiwary,46
1,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tcs apply 08452810073 details 18,137
0,telling tell one treat hi hi hi,58
0,uncles atlanta wish guys great semester,51
1,1st wk free gr8 tones str8 2 u wk txt nokia 8007 classic nokia tones hit 8007 polys nokia150p poly200p 16,133
0,u coming 2 pick,18
0,thats cool liked photos sexy,48
0,would u fuckin believe didnt know thurs pre booked cancelled needs b sacked,121
0,haha better late ever way could swing,51
0,ok finish 6,20
1,lookatme thanks purchase video clip lookatme youve charged 35p think better send video mmsto 32323,148
0,ive barred b q stores lifethis twat orange dungerees came asked wanted decking got first punch,149
0,messages food,23
0,ok going sleep hope meet,37
0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,116
0,let know details fri u find cos im tom fri mentionned chinese thanks,101
0,youre right think,44
0,wat r u,17
0,ur lecture,18
1,sexy sexy cum text im wet warm ready porn u fun msg free recd msgs 150p inc vat 2 cancel text stop,142
0,customer place call,30
0,planned yet going join company jan 5 onlydon know happen,87
0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,144
0,haha heard text youre around,43
0,ill get tomorrow send,41
0,shit babe thasa bit messed upyeh,32
0,oh thats late well good night give u call tomorrow iam going go sleep night night,111
0,cheers u tex mecause u werebored yeah okden hunny r uin wk satsoundåõs likeyour havin gr8fun j keep updat countinlots loveme xxxxx,133
0,sorry meeting ill call later,36
0,yo howz u girls never rang india l,40
0,yeah worse,29
1,hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uks biggest live service vu bcm1896wc1n3xx,139
0,tagged friends seemed count friends,60
1,heard u4 call 4 rude chat private line 01223585334 cum wan 2c pics gettin shagged text pix 8552 2end send stop 8552 sam xxx,157
0,ok,2
0,long time remember today,31
0,havent shopping lor juz arrive,41
0,thank u better work cause feel used otherwise,59
0,challenge know,41
0,much ur hdd casing cost,31
0,mystery solved opened email hes sent another batch isnt sweetie,83
0,cant describe lucky im actually awake noon,64
1,2nd time tried contact u u å£1450 prize claim call 09053750005 b4 310303 tcsstop sms 08718725756 140ppm,147
0,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good,141
0,cheers card time year already,52
1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,98
0,people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl,137
0,ugh hopefully asus ppl dont randomly reformat,54
0,havent seen facebook huh lol,31
0,mah b ill pick tomorrow,29
0,still otside leu come 2morrow maga,34
0,u still plumbers tape wrench could borrow,58
1,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukreward tscs apply,101
0,vl bcum difficult,25
1,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise ofå£2000 cash 18only opt txt x 07786200117,156
0,havent still waitin usual ìï come back sch oredi,51
0,meeting da call,29
0,k k watch films,26
0,cinema plus drink appeal tomo fr thriller director like mac 830,88
0,size elephant tablets u shove um ur ass,56
0,many people seems special first sight remain special till last sight maintain till life ends take cr da,155
0,parents kidz friends n colleagues screaming surprise waiting sofa naked,108
0,dunno juz askin cos got card got 20 4 salon called hair sense tot da one ì cut ur hair,108
0,good morning pookie pie lol hope didnt wake u,50
0,maybe woke fucking 3 wouldnt problem,63
0,happy birthday youdearwith lots loverakhesh nri,53
0,howz persons story,23
1,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate,146
0,x2 ltgt going get,35
0,hi neva worry bout da truth coz truth lead 2 ur heart itåõs least unique person like u deserve sleep tight morning,135
1,ur awarded city break could win å£200 summer shopping spree every wk txt store 88039skilgmetscs087147403231winawkage16å£150perwksub,142
0,ur paper today e morn aft,34
0,lick every drop ready use mouth well,66
0,expect whenever text hope goes well tomo,66
0,great p diddy neighbor comes toothpaste every morning,67
0,av new number wil u use oneta,45
0,poking man everyday teach canada abi saying hi,93
0,7 lor change 2 suntec wat time u coming,39
0,deam seeing online shop asked,45
0,curious cuz asked,50
0,nicenicehow working,25
0,okay lor wah like def wont let us go haha say terms conditions,97
0,haha yup hopefully lose kg mon hip hop go orchard weigh,93
0,shes good r u working,43
0,oh yes ive little weather ive kind coccooning home,86
0,home also,12
0,phone weirdest auto correct,40
0,oops phone died didnt even know yeah like better,62
0,havent mus ask u 1st wat meet 4 lunch den u n meet already lor u wan 2 go ask da ge 1st confirm w asap,131
0,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife,129
0,oh yeahand hav great time newquaysend postcard 1 look girls im goneu know 1im talkin boutxx,125
0,got divorce lol shes,30
0,whats ur pin,12
0,babe got enough money pick bread milk ill give back get home,101
0,want snow freezing windy,39
1,urgent trying contact u todays draw shows å£2000 prize guaranteed call 09066358361 land line claim y87 valid 12hrs,154
0,come mahal bus stop ltdecimalgt,34
0,knowthis week im going tirunelvai da,43
0,baby promise treat well bet take good care,75
0,like hotel dusk game think solve puzzles area thing,71
1,thanks ringtone order reference number x29 mobile charged 450 tone arrive please call customer services 09065989180,153
0,hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss,140
0,well must pain catch,33
0,sorry da thangamits mistake,30
0,need coz never go,29
0,rose redred bloodblood heartheart u u send tis ur friends including u like u get back 1u r poor relation 2u need 1 support 3u r frnd 2 many 4some1 luvs u 5 some1 praying god marry u try,251
0,wifehow knew time murder exactly,43
1,six chances win cash 100 20000 pounds txt csh11 send 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info,128
1,ur cashbalance currently 500 pounds maximize ur cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1,134
0,feel like dick keep sleeping texts facebook messages sup town,99
0,plm come da way,32
0,guess wants alone time could show watch,70
0,height recycling read twice people spend time earning money money spent spending time good morning keep smiling,138
0,yup ì comin,16
0,yes princess toledo,19
0,aight text youre back mu ill swing need somebody get door,89
0,ron say fri leh n said ding tai feng cant make reservations said wait lor,83
0,good swimsuit allowed,25
0,okay soon best,38
0,cute thought friendship necessary share every secret ur close frnd,88
0,ok ive sent u da latest version da project,45
0,good morning dear great amp successful day,52
0,pls accept one day begging change number,61
0,squeeeeeze christmas hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucky none people hate u,133
0,ok anybody asks abt u tel themp,41
0,funny fact nobody teaches volcanoes 2 erupt tsunamis 2 arise hurricanes 2 sway aroundn 1 teaches hw 2 choose wife natural disasters happens,149
0,gonna ring weekend wot,35
0,also track lighters find,41
0,sorry cant help,29
0,babe need advice,23
0,iû÷ll leave around four ok,27
0,come medical college 7pm forward da,44
0,kkits goodwhen going,28
0,make lasagna vodka,32
0,hi kate u give ring asap xxx,41
0,people tour thought sofa thing sent curious sugar,115
0,told going got drunk,54
0,fucking chickened messaged would late woould buzz didnt hear word,113
1,congratulations thanks good friend u å£2000 xmas prize 2 claim easy call 08718726978 10p per minute btnationalrate,149
0,im always looking excuse city,49
0,yup im still coffee wif frens fren drove shell give lift,74
0,shore takin bus,29
0,u gonna get deus ex,22
0,send email mind ltgt times per night,65
1,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call 08000930705,168
0,tap spile seven pub gas st broad st canal ok,67
0,ok come n pick u engin,32
0,never wanted tell im short onedge late,107
0,raviyog peripherals bhayandar east,34
0,k actually guys meet sunoco howard right way,85
1,1 new voicemail please call 08719181513,48
0,moon come color dreams stars make musical sms give warm peaceful sleep good night,119
0,finished eating got u plate leftovers time,58
0,thanx lot,11
0,hurry home u big butt hang last caller u food done im starving dont ask cooked,114
0,lol right diet everyday cheat anyway im meant fatty,72
0,great day beautiful one,48
0,happened interview,26
0,solve case man found murdered ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri sleeping murder took place 4cook cooking 5gardener picking vegetables 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately whos reply reason u r brilliant,402
0,badrith chennaii surely pick usno competition,74
0,tot group mate lucky havent reply wat time ì need leave,73
0,hey around ive got enough half ten owe,59
0,hey tmr maybe meet yck,33
0,alrite sam nic checkin ur numberso ittb,64
0,making easy pay back ltgt yrs say pay back earlier get,99
0,worry im sure youll get,33
0,gas station like block away house youll drive right since armenia ends swann take howard,130
1,someone u know asked dating service 2 contact cant guess call 09058097189 revealed pobox 6 ls15hb 150p,135
1,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days,102
0,tuition 330 hm go 1120 1205 one mind,66
0,im smoking people use wylie smokes much justify ruining shit,80
0,dear good morning feeling dear,38
0,little meds say take every 8 hours 5 pain back took another hope dont die,108
0,beautiful tomorrow never comes comes already today hunt beautiful tomorrow dont waste wonderful today goodmorning,140
0,dunno lei ì decide lor abt leona oops tot ben going n msg,76
0,hi moved in2 pub would great 2 c u u cud come,77
1,todays voda numbers ending 5226 selected receive 350 award hava match please call 08712300220 quoting claim code 1131 standard rates app,155
1,message free welcome new improved sex dogging club unsubscribe service reply stop msgs150p 18,128
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn,141
0,ever easier,35
1,rct thnq adrian u text rgds vatian,38
0,stop calling everyone saying might cancer throat hurts talk cant answering everyones calls get one call im babysitting monday,160
0,itll tough ill,39
0,im gonnamissu muchi would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,149
0,ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahaveer ee 7 name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra ltgt true dont neglet,293
0,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx,92
0,set place heart mind mind easily forgets heart always remember wish happy valentines day,145
0,im surprised still guess right lor,46
0,okie ì wan meet bishan cos bishan im driving today,67
0,oh ho first time u use type words,54
0,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u,156
0,know serving mean,52
0,huh hyde park mel ah opps got confused anyway tts e best choice den juz take,100
0,oh gei happend tron maybe ill dl 3d,68
1,free message activate 500 free text messages replying message word free terms conditions visit www07781482378com,142
0,know girls always safe selfish know got pa thank good night,74
0,worries hope photo shoot went well spiffing fun workage,69
0,im freezing craving ice fml,31
0,kay since already,29
0,eh sorry leh din c ur msg sad already lar watching tv u still office,84
0,yo im right yo work,22
0,ok darlin supose ok worry muchi film stuff mate babysit call therexx,145
0,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife,129
0,wake since checked stuff saw true available spaces pls call embassy send mail,123
0,nope juz work,22
0,huh fast dat means u havent finished painting,48
0,number u live 11,34
0,put party 7 days week study lightly think need draw custom checkboxes know hardcore,124
0,sac score big hundredhe set batsman,43
0,send yettys number pls,25
0,much cost approx per month,39
0,ok theory test ì going book think 21 may coz thought wanna go jiayin isnt free,120
1,contacted dating service someone know find call land line 09050000928 pobox45w2tg150p,137
0,thats fine give call knows wants questions,81
0,sorry got late start way,38
0,u go back urself lor,25
0,gas station go,32
0,k u bored come home,36
0,babe love covers face kisses,44
0,like made throw smoking friends car one time awesome,88
0,still checked da,32
0,go walmart ill stay,31
0,havent forgotten might couple bucks send tomorrow k love ya,87
0,oh great ill disturb talk,49
0,reverse cheating mathematics,43
0,ure welcome caught u using broken english,47
0,problem baby good time talk called left message,74
0,sorry ill call later,20
0,oh brand,20
0,sorry cant take call right happens r 2waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance,358
0,time coming,27
0,call say coming today ok tell fool like ok,82
0,emailed yifeng part oredi ì get fr,50
0,r u sure theyll understand wine good idea slurp,64
0,minimum walk 3miles day,28
0,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema,112
0,brainless baby dolld vehicle sariyag drive madoke barolla,57
0,dont run away frm u walk slowly amp kills u dont care enough stop,86
1,sorry missed call lets talk time im 07090201529,75
0,please attend phone,23
0,hate call didnt accept even single call mine even messaged,102
0,messages phone im holding,42
0,im free,11
0,yo trip got postponed still stocked,45
0,sorry ill call later,20
0,waiting call sir,30
0,hey reply pa,36
0,hey elaine todays meeting still,37
0,sorry ive gone place ill tomorrow really sorry,64
0,tiime dont let hug dont break tears,75
0,tomorrow going theatre come wherever u call tell come tomorrow,111
0,electricity went fml,37
0,looks like found something smoke great job,63
0,also andros ice etc etc,23
0,,1
0,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea,146
0,yup wun believe wat u really neva c e msg sent shuhui,55
0,hows watch resizing,24
0,dear umma called,28
0,finished missing plenty,32
1,complimentary 4 star ibiza holiday å£10000 cash needs urgent collection 09066364349 landline lose box434sk38wp150ppm18,146
0,well meant opposed drunken night,53
0,k must book huh going yoga basic sunday,55
1,free msgwe billed mobile number mistake shortcode 83332please call 08081263000 charges refundedthis call free bt landline,157
0,ok,6
0,oops mums somerset bit far back tomo see soon x,64
0,u workin overtime nigpun,27
0,kallis dismissial 2nd test,37
0,guess got screwd,28
1,please call 08712402972 immediately urgent message waiting,81
0,im meeting call later,32
0,r u cooking dinner,30
0,ok thanx,8
0,bull plan go floating ikea without care world live mess another day,126
0,buy,10
1,urgent mobile number awarded å£2000 bonus caller prize call 09058095201 land line valid 12hrs,124
0,heehee funny tho,28
0,simple arithmetic percentages,46
0,yeah wouldnt leave hour least hows 4 sound,55
1,valued customer pleased advise following recent review mob awarded å£1500 bonus prize call 09066364589,150
0,thanks honey great day,29
0,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear,129
0,good night dear sleepwellamptake care,40
0,ì ask dad pick ì lar ìï wan 2 stay 6 meh,57
0,jus chillaxin,21
0,hey das cool iknow 2 wellda peril studentfinancial crisisspk 2 u l8r,75
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning,149
1,want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call 08000930705,154
0,whats coming hill monster hope great day things r going fine busy though,111
0,joys father john john joys father u ans ths hav ltgt iq tis ias question try answer,116
0,ill obey,39
0,didnt search online let know,50
0,need go get,33
0,pic please resend,20
0,remains bro amongst bros,29
0,uhhhhrmm isnt tb test bad youre sick,48
0,haf enuff space got like 4 mb,35
1,life never much fun great came made truly special wont forget enjoy one gbpsms,130
1,want new video phone 600 anytime network mins 400 inclusive video calls downloads 5 per week free deltomorrow call 08002888812 reply,156
1,valued customer pleased advise following recent review mob awarded å£1500 bonus prize call 09066368470,150
1,welcome please reply age gender begin eg 24m,61
1,freemsg 1month unlimited free calls activate smartcall txt call 68866 subscriptn3gbpwk unlimited calls help 08448714184 stoptxt stop landlineonly,151
1,mobile 10 mths update latest orange cameravideo phones free save å£s free textsweekend calls text yes callback orno opt,153
1,new 2 club dont fink met yet b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x callså£1minmobsmore lkpobox177hp51fl,159
0,true easier,29
0,sure since parents working tuesday dont really need cover story,85
0,haha okay today weekend leh,28
0,hi darlin youphone im athome youwanna chat,52
0,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,190
0,youve always brainy one,32
0,yeah get random dude need change info sheets party ltgt 7 never study safe,118
1,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days,102
0,christmas occasion celebrated reflection ur values desires affectionsamp traditions ideal christmas,129
0,sending greetings joy happiness gr8 evening,64
0,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx,99
0,india win level series means record,49
0,plan,28
0,good hear,25
0,awesome deal gate charles told last night uh yeah,74
0,time thinkin goin,29
1,get free mobile video player free movie collect text go 89105 free extra films ordered ts cs apply 18 yrs,133
1,save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend,148
0,board working fine issue overheating also reslove still software inst pending come around 8o clock,130
0,yes dont care cause know,42
0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,84
0,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer,128
0,sitting ard nothing lor u leh busy w work,47
0,ltgt k oh send home sale,47
0,sorry mail,13
0,ya telling abt tht incident,32
0,yes outside like 2 hours called whole family wake cause started 1,106
0,ugh got outta class,24
0,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna,262
0,dont file bagi work called mei tell find anything room,113
0,need lar jus testing e phone card dunno network gd thk waiting 4 sis 2 finish bathing bathe dun disturb u liao u cleaning ur room,153
0,ok ill right later,25
0,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni8,125
0,lunch come quickly open door,50
1,heard u4 call night knickers make beg like u last time 01223585236 xx luv nikiyu4net,150
0,back bit long cos accident a30 divert via wadebridgei brilliant weekend thanks speak soon lots love,126
0,k yan jiu liao sat go 4 bugis vill one frm 10 3 den hop parco 4 nb sun go cine frm 1030 2 den hop orc mrt 4 hip hop 4,145
1,bloomberg message center 447797706009 wait apply future httpcareers bloombergcom,93
0,seeking lady street freak sheets,71
0,phone,8
0,haha figures well found piece priscillas bowl,55
0,actually fuck whatever find excuse tampa point january though,104
1,urgent trying contact u todays draw shows å£800 prize guaranteed call 09050001808 land line claim m95 valid12hrs,152
0,yay finally lol missed cinema trip last week,51
0,day working dayexcept saturday sunday,45
0,aathiwhere dear,23
0,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams,165
0,think iû÷m waiting bus inform get ever get,89
0,getting back time soon,30
0,hows things quick question,34
0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,153
0,probably come everybodys done around ltgt right,58
0,got new year cos yetunde said wanted surprise didnt see money returned mid january ltgt day return period ended,174
0,ask around theres lot terms mids,62
0,sure check yahoo email sent photos yesterday,58
0,looking,24
0,wherres boytoy,19
1,want new video phone750 anytime network mins 150 text five pounds per week call 08000776320 reply delivery tomorrow,148
0,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss,139
0,tell bad character u dnt lik ill try change ltgt add tat 2 new year resolution waiting ur replybe frankgood morning,151
0,noi got rumour going buy apartment chennai,57
0,yeah probably earlier,31
0,change windows logoff sound,27
0,still checked da,32
0,im also came room,20
0,huh got lesson 4 lei n thinkin going sch earlier n tot parkin kent vale,102
0,ok,2
0,reach office around ltdecimalgt amp mobile problem cannt get voice call asa ill free,115
0,cool text head,30
1,contacted dating service someone know find call land line 09050000878 pobox45w2tg150p,137
1,wan2 win meetgreet westlife 4 u m8 currently tour 1unbreakable 2untamed 3unkempt text 12 3 83049 cost 50p std text,149
0,happy birthday may u find ur prince charming soon n dun work hard,69
0,oh grand bit party doesnt mention cover charge probably first come first served,118
0,said went back bed cant sleep anything,73
0,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx,94
1,dorothykiefercom bank granite issues strongbuy explosive pick members 300 nasdaq symbol cdgt 500 per,130
0,says ltgt year old man money im last ltgt still waiting check,100
0,come ur home,26
0,free day finish 6 mon n thurs,45
0,food,25
0,life alle moneeppolum oru pole allalo,37
0,nite,4
0,two fundamentals cool life walk,34
0,camera quite good 101mega pixels 3optical 5digital dooms lovely holiday safe hope hav good journey happy new year see couple weeks,181
0,hi peteynoiåõm ok wanted 2 chat coz avent spoken 2 u 4 long timehope ur doin alritehave good nit js love ya amx,121
0,saw ron burgundy captaining party boat yeah,55
0,im serious money base,36
0,already one guy loving,26
0,staff placement training amrita college,45
0,always chat fact need money raise,60
0,im job profile seems like bpo,29
0,well give cos said didnû÷t one nighters persevered found one cheap apologise advance somewhere sleep isnt,190
0,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc,281
0,willing go apps class,36
0,hanging brother family,42
0,reach 9 telling dont know,68
0,hey going quit soon xuhui working till end month,73
0,im sorry bout last nite wasnåõt ur fault spouse pmt sumthin u 4give think u shldxxxx,112
0,try neva mate,13
0,yeah thatd pretty much best case scenario,48
0,free today haf 2 pick parents tonite,50
0,hey babe far 2 spunout 2 spk da mo dead 2 da wrld sleeping da sofa day,85
0,send naughty pix,30
1,å£1000 winner guaranteed caller prize final attempt contact claim call 09071517866 150ppmpobox10183bhamb64xe,147
1,xmas new years eve tickets sale club day 10am till 8pm thurs fri sat night week theyre selling fast,149
0,tyler getting 8th leave long 9 get like hour,83
0,prepare pounded every night,33
0,actually mobile full msg work online need send ltgt sent msg wil explain u later,125
0,sorry ill call later,20
0,good evening,24
0,im home please call,22
0,oic cos n sis got lunch today dad went dunno whether 2 eat sch wat,91
0,mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea,138
0,pleased inform application airtel broadband processed successfully installation happen within 3 days,137
0,happen dear silent tensed,43
0,ill get 3 unless guys want come time sooner,67
0,coughing nothing,40
0,ìï come lt 25 n pass lar,30
0,im e person whos e sms survey,35
0,lol ok ill try send warned sprint dead slow youll prolly get tomorrow,81
0,thank meet monday,25
0,th gower mate r u man good wales ill b back åômorrow c u wk msg 4 åð random,132
1,rock yr chik get 100s filthy films xxx pics yr phone rply filth 69669 saristar ltd e14 9yt 08701752560 450p per 5 days stop2 cancel,144
0,single line big meaning miss anything 4 ur best life,63
0,got like ltgt get later though get whatever feel like,77
0,dad wanted talk apartment got late start omw,68
0,love,20
0,lol u still feeling sick,24
0,din tell u jus 420,24
0,eyes philosophy,30
1,next month get upto 50 calls 4 ur standard network charge 2 activate call 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost å£150 min mobcudb,159
0,ok lor im town lei,25
0,alreadysabarish asked go,39
0,da vijay going talk jaya tv,37
1,urgent trying contact u todays draw shows å£800 prize guaranteed call 09050000460 land line claim j89 po box245c2150pm,153
0,lol know hey someone great inpersonation flea forums love,80
1,text banneduk 89555 see cost 150p textoperator g696ga 18 xxx,66
0,still chance search hard get itlet try,68
1,auction round 4 highest bid å£54 next maximum bid å£71 bid send bids e g 10 bid å£10 83383 good luck,123
0,always celebrate nys family,45
0,know taj mahal symbol love lesser known facts 1 mumtaz shahjahans 4th wife 7 wifes 2 shahjahan killed mumtazs husband marry 3 mumtaz died ltgt th delivery 4 married mumtazs sister question arises hell love great hari,298
0,okcome home vl nice meet v chat,55
1,collect valentines weekend paris inc flight hotel å£200 prize guaranteed text paris 69101 wwwrtfsphostingcom,124
0,sent de webadres geting salary slip,42
0,shes fine sends greetings,29
1,customer loyalty offerthe new nokia6650 mobile å£10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg,137
0,dint touch,29
0,yup leaving right back soon,34
1,wont believe true incredible txts reply g learn truly amazing things blow mind o2fwd 18ptxt,142
0,yeah sure ill leave min,28
0,one teach ship cars,58
0,sign maturity start saying big things actually start understanding small things nice evening bslvyl,146
0,yeah confirmed staying weekend,47
0,said ì dun haf passport smth like dat ì juz send email account,81
0,multiply numbers independently count decimal points division push decimal places like showed,123
0,lovely night wake see message hope smile knowing great morning,126
0,ard 4 lor,9
0,right meanwhile hows project twins comin,51
0,sent maga money yesterday oh,40
1,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile å£10 txtauctiontxt wordstart no81151 get now4t,136
0,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams,165
1,hot n horny willing live local text reply hear strt back 150p per msg netcollex ltdhelpdesk 02085076972 reply stop end,153
0,ride equally uneventful many pesky cyclists around time night,95
